,annotation,content,extras,label,Predictions
11325,"{'notes': '', 'label': ['0']}",dontcha just hate that stuff when it happens?! It makes me feel so dumb.,,0,0
11326,"{'notes': '', 'label': ['0']}",oh that shit is funny. the best video that dude has made. Better than dick in a box.,,0,0
11327,"{'notes': '', 'label': ['0']}",fuck ya the trailer looks awesome. they have some sick ww2 dog fights.,,0,1
11328,"{'notes': '', 'label': ['0']}",i'm like kyu 5000k  just a beginner.  I just posted one of my ass beatings on my thomasott.net blog,,0,0
11329,"{'notes': '', 'label': ['0']}",Fuck me  I just spent 15 minutes trying to think of an example and I'm coming up dry. =P All I remember is wondering to myself,,0,1
11330,"{'notes': '', 'label': ['0']}",Damn  dude... that made me laugh really  really loud.,,0,0
11331,"{'notes': '', 'label': ['0']}",quite possibly the most random and funniest twit i have seen......ever :P awwww poor guinea pig  too many carrots is it!?!,,0,0
11332,"{'notes': '', 'label': ['0']}",he did leave quickly after our neighbors woke up and yelled. he didn't get too much. but the feeling sucks.,,0,0
11333,"{'notes': '', 'label': ['0']}",and I hate office xmas partys... but yeah  ours sounds worse...,,0,0
11334,"{'notes': '', 'label': ['0']}",feelin fat & happy!,,0,0
11335,"{'notes': '', 'label': ['0']}",Agreed. I'm disgusted by the major corps who know damn well kids are watching  and have decided they don't care slimy ads 24/7,,0,0
11336,"{'notes': '', 'label': ['0']}",I HATE driving in this shit.,,0,0
11337,"{'notes': '', 'label': ['0']}",HOLY FUCK!! Andy Samberg is bringing the future of music  good gawd that's awesome. Also YouTube in HD hells ya.,,0,0
11338,"{'notes': '', 'label': ['0']}",I hate sweet ham ergh,,0,1
11339,"{'notes': '', 'label': ['0']}","- i wasn't on Twitter yesterday  so a belated ""for fuck's sake"" from me - man  what an unbelievable shitter. :-(",,0,0
11340,"{'notes': '', 'label': ['0']}",aah  so TwitOrFit.com is a Twitter/HotOrNot mashup clone. Should've seen that coming. Sucks that you have to login just to vote! :(,,0,1
11341,"{'notes': '', 'label': ['0']}",:) @NevadaGrey I just meant myspace in general  sucks. Slow as hell  and only thing going for it is/was music  but last.fm and blip.fm,,0,0
11342,"{'notes': '', 'label': ['0']}",tomorrow morning we get an update i am so fucking hungover.,,0,0
11343,"{'notes': '', 'label': ['0']}",it's all about a heightened sense of self worth...if we did nothing but simple bullshit tasks all day  what would we bitch about,,0,0
11344,"{'notes': '', 'label': ['0']}",IE 6 is still big because XP is still big  and IE7 sucks in XP,,0,0
11345,"{'notes': '', 'label': ['0']}",i hate coffee...love the smell...but not the taste...i can only stomach it if it has LOTS of cream in it,,0,0
11346,"{'notes': '', 'label': ['0']}",Blur Song 2 on fucking repeat till 6pm.,,0,0
11347,"{'notes': '', 'label': ['0']}",Awesome  can't wait to see the results. I'm going to go out and take some more in a bit.... fucking cold out there,,0,0
11348,"{'notes': '', 'label': ['0']}",number don't lie. and yes  it would take a lot to offend me. like spammers using my name. that is fucking offensive,,0,0
11349,"{'notes': '', 'label': ['0']}",my site doesnt hate iphones  it just prefers to not be seen with them in public :-)  Will check/fix over my holidays. Thx,,0,0
11350,"{'notes': '', 'label': ['0']}",fucking LOL.... that'll make them feel bad  and think ur a terrorist all at the same time. LOVE IT,,0,0
11351,"{'notes': '', 'label': ['0']}",kick ass. Also  when do you get back? The world wants to know.,,0,0
11352,"{'notes': '', 'label': ['0']}",http://twitpic.com/rthd - is that on a wall or something? why is everyone so emo????,,0,1
11353,"{'notes': '', 'label': ['0']}",Damn that sounds good. French toast with creamy peanut butter and real maple syrup. Damn. i'm hungry,,0,0
11354,"{'notes': '', 'label': ['0']}",Damn  I'm sitting here checking the score to my Fantasy Football playoffs as you tweet that. Like you meant that to me specifically.,,0,0
11355,"{'notes': '', 'label': ['0']}",I'm cool with darts  if we still get to kick someone's ass either before or after.,,0,0
11356,"{'notes': '', 'label': ['0']}",damn he had 5 kids.  Growing up in Michigan his single was always on the tape deck.,,0,0
11357,"{'notes': '', 'label': ['0']}",Wal-Mart tends to bring out the worse in people. I hate being there anytime during the day. Late night is another story,,0,0
11358,"{'notes': '', 'label': ['0']}","http://dznr.org/87pa &lt;- ass bumped the ""What the heck is Unsanity doing?""-thread from march...",,0,0
11359,"{'notes': '', 'label': ['0']}",boo that sucks. Mine was quiet for hours.,,0,0
11360,"{'notes': '', 'label': ['0']}",as much as I hate it  I can write faster by spelling wrong on the iphone :) (I was scared I'd misspelled this tweet haha),,0,0
11361,"{'notes': '', 'label': ['0']}",damn son. CONGRATS! I got a box of hamburgers for you...,,0,0
11362,"{'notes': '', 'label': ['0']}",uhm HI!!! Could you please get your ass to Hawaii!!! Thanks :),,0,0
11363,"{'notes': '', 'label': ['0']}", you know  encouraging cliques by not including my trees  Beluga Whale & Baby Beluga  in your play dates w/ my sis is bad parenting,,0,0
11364,"{'notes': '', 'label': ['0']}",Whats the Adventure? Yeah Im Noisey Dont HATE!,,0,0
11365,"{'notes': '', 'label': ['0']}",damn Lowkey found his future wifey  go make love in the club LOL,,0,0
11366,"{'notes': '', 'label': ['0']}",Me too. Just saw an update on the news... scary damn storm!,,0,0
11367,"{'notes': '', 'label': ['0']}",I am still on hold with Sprint!  I'm so mad!! I want to throw the damn phone away. It's been way over an hour!,,0,0
11368,"{'notes': '', 'label': ['0']}",Am I a bitch because I'm not sad at all that it's over?,,0,0
11369,"{'notes': '', 'label': ['0']}",So almost everything makes sense now? And I trashed the mistake. I didn't know you could 'til now. And I hate screwing up. =/,,0,0
11370,"{'notes': '', 'label': ['0']}",THAT RABBIT IS FUCKING SCARY. I had nightmares. =P,,0,0
11371,"{'notes': '', 'label': ['0']}",damn. in malleshwaram. will take me atleast an hr plus to get there. screw it. next time :) have a blast!,,0,0
11372,"{'notes': '', 'label': ['0']}",:D touche! rockstars @ rockstartups. hehe best of luck wit the 2 boys throwing ideas.damn wish i was there! :(,,0,0
11373,"{'notes': '', 'label': ['0']}",stop tweeting  get ur ass here and pick me up!,,0,1
11374,"{'notes': '', 'label': ['0']}",why is cory being an ass on erik's status,,0,0
11375,"{'notes': '', 'label': ['0']}",beans?  are you kidding?  i HATE beans!!  seriously  this is the best chili ever  and i always thought my mom's was the best.,,0,0
11376,"{'notes': '', 'label': ['0']}",LOL well u should help them get some dick...,,0,0
11377,"{'notes': '', 'label': ['0']}",don't know what a tranny is but techno and woman I can put those two together... I really hate that word BTW,,0,0
11378,"{'notes': '', 'label': ['0']}",sweet! playoffs should be soon shouldn't they? the season is damn near over!,,0,0
11379,"{'notes': '', 'label': ['0']}",I'm looking forward to my son kicking my ass at chess. Will not be hard to accomplish.,,0,1
11380,"{'notes': '', 'label': ['0']}",I especially hate the way how Apple earphones tear out the insides of my wallet.,,0,0
11381,"{'notes': '', 'label': ['0']}",yeah all the good phones are a lot of money  fuck dat!,,0,0
11382,"{'notes': '', 'label': ['0']}",how many tests do you need you sick son of a bitch?!,,0,1
11383,"{'notes': '', 'label': ['0']}",ah well. I was shredded long before I walked into the game. I should be drinking right now actually. Flight is delayed. Sucks.,,0,1
11384,"{'notes': '', 'label': ['0']}",same 4 u make sure yo ass is up,,0,0
11385,"{'notes': '', 'label': ['0']}",shit i think the damn alternator don't work I just got a fresh bat yesterday.,,0,0
11386,"{'notes': '', 'label': ['0']}",hell yea but the midget in the cowboy suit it that homey from jack ass?,,0,0
11387,"{'notes': '', 'label': ['0']}",jerk! troll! don't hate.,,0,0
11388,"{'notes': '', 'label': ['0']}",you can try to smack me. but i'll round house kick you in the throat then shank your ass with a rusty knife.,,0,0
11389,"{'notes': '', 'label': ['0']}",i'm not an asshole i'm a bitch THE BITCH!! get it right or i'll kick you again...,,0,0
11390,"{'notes': '', 'label': ['0']}",girl...I just did a post on that damn snuggie...I'm so mad that I didn't think of that first,,0,0
11391,"{'notes': '', 'label': ['0']}",I hate to admit it but raw top roman with the seasoning was a choice of snack against my moms wishes...all my friends were doing it.,,0,0
11392,"{'notes': '', 'label': ['0']}",no not right now but im on a damn roll,,0,0
11393,"{'notes': '', 'label': ['0']}",your actual ass?,,0,0
11394,"{'notes': '', 'label': ['0']}",You've got to be fucking kidding me.,,0,0
11395,"{'notes': '', 'label': ['0']}",It's even better when each time you call Trimet  the miles stay THE FUCKING SAME. Grr...,,0,0
11396,"{'notes': '', 'label': ['0']}",yup - i hate not haveing energy.  Makes me impatient and crabby.,,0,0
11397,"{'notes': '', 'label': ['0']}",damn...bird flu acting up again?,,0,1
11398,"{'notes': '', 'label': ['0']}",oh piss ur right. well hopefully we won't make it late,,0,0
11399,"{'notes': '', 'label': ['0']}",try McDonalds.. :P although the coffee sucks (wonder hw many outlets still serve it)   net access is pretty decent..,,0,0
11400,"{'notes': '', 'label': ['0']}",may be... but I hate them...!! cannot even imagine forgiving n forgettin..no ways..,,0,0
11401,"{'notes': '', 'label': ['0']}",That they do. Fucking sea cows. Where do they come off?,,0,1
11402,"{'notes': '', 'label': ['0']}",what the fuck is a google? (btw  excellent application of 'my china'. double point score.),,0,0
11403,"{'notes': '', 'label': ['0']}","don't ignore them  that'd be rude. send them obcene replies like  ""your mother sucks cocks in hell."" (C) the exorcist",,0,0
11404,"{'notes': '', 'label': ['0']}",Wow!  You sure have a freak magnet!  I only have one thing to say to you:,,0,0
11405,"{'notes': '', 'label': ['0']}",and I HATE longview Cable I would rather have sat data before I to them,,0,0
11406,"{'notes': '', 'label': ['0']}",yes that is how you reply. Sorry Ava but I hate the Gecko. Lol.,,0,0
11407,"{'notes': '', 'label': ['0']}",well you go ahead and have fun. i'd better move my ass to study lol. haven't really started yet.,,0,0
11408,"{'notes': '', 'label': ['0']}",:( Damn. Did you smoke the last of your weed and forgot about the pizza cooking in the process?,,0,0
11409,"{'notes': '', 'label': ['0']}",Damn  that's just spaGROSS! I may change the name then. I thought it just had a nice ring to it. It really ain't that ghetto.,,0,0
11410,"{'notes': '', 'label': ['0']}",maybe you should give it a go. I tell IE that I hate it everyday and recently it's been very nice to me :),,0,0
11411,"{'notes': '', 'label': ['0']}"," 17 hrs! Hah! Try it for a week like we did here in NH. Just kidding! No power sucks. Shows how dependent we are on ""the grid!""",,0,0
11412,"{'notes': '', 'label': ['0']}",i want a cat. they use litter boxes instead of the fucking floor. and yes  Natalie Portman is way cuter.,,0,0
11413,"{'notes': '', 'label': ['0']}",your kitty is so fucking adorable!!!!!,,0,0
11414,"{'notes': '', 'label': ['0']}",pretty damn good!,,0,0
11415,"{'notes': '', 'label': ['0']}", Man that sucks.Sorry to hear hope all goes well,,0,0
11416,"{'notes': '', 'label': ['0']}",it back safely...misssed this damn weather.  I think it may be too cold to go on my date  yo...,,0,0
11417,"{'notes': '', 'label': ['0']}",hahaha we would FUCK up some autotune. mo'fos would forget about T-Pain. word is bond. real talk talk. son.,,0,0
11418,"{'notes': '', 'label': ['0']}",dude  that sucks about your laptop. I hope you get that worked out. &#58371;,,0,0
11419,"{'notes': '', 'label': ['0']}",I hate the days when you feel like you are the worst mom ever. My therapist says they will remember the good days more  though.,,0,0
11420,"{'notes': '', 'label': ['0']}",You've finally made it obviously - only the cool kids get hate mail,,0,0
11421,"{'notes': '', 'label': ['0']}",you used to make fun of my list for never changing  next I switch it up and yet you hate (C).  I can't win.,,0,0
11422,"{'notes': '', 'label': ['0']}",#twitter showed the fail whale once since morning to me already! :),,0,0
11423,"{'notes': '', 'label': ['0']}",hehe not easy to get a big ass alarm clock!,,0,0
11424,"{'notes': '', 'label': ['0']}",Congrats mate!  That kicks ass!  You should post on the forum to encourage others :),,0,0
11425,"{'notes': '', 'label': ['0']}",dont hate me. i cant go either. cause the tickets are ridic expensive. and all sold out except for the most expensive ones.,,0,0
11426,"{'notes': '', 'label': ['0']}",its fucking adorable,,0,0
11427,"{'notes': '', 'label': ['0']}",damn straight i am.,,0,0
11428,"{'notes': '', 'label': ['0']}",Damn  just realized you're moving here to Boston to work for Harmonix (rock on  and congrats!),,0,0
11429,"{'notes': '', 'label': ['0']}",Sorry  that was my loser speech pathologist swallowing therapy strategies coming out  LOL.,,0,0
11430,"{'notes': '', 'label': ['0']}",I gave really good gifts... LOL. Damn the man!,,0,0
11431,"{'notes': '', 'label': ['0']}",Last time I was on a train was in Europe in 2001  but damn if I don't think of Hogwart's Express every time I think of them now,,0,0
11432,"{'notes': '', 'label': ['0']}",I hate input managers.  I really wish there was a way to opt out of loading them in individual cocoa apps.,,0,0
11433,"{'notes': '', 'label': ['0']}",Wow  that sucks. Glad u made it home OK!,,0,1
11434,"{'notes': '', 'label': ['0']}","It's kinda like ""2% milk."" Sounds great! Only 2% fat! But whole milk is 3.5% fat. Oh  not such a big deal anymore.",,0,0
11435,"{'notes': '', 'label': ['0']}",@nsakes Fucking Twitter  ok can I come see it?,,0,1
11436,"{'notes': '', 'label': ['0']}",yes  something like 60db @ 23 feet  so Cessna-level but damn power is good! @rockyd  I won't ever not have one again!,,0,0
11437,"{'notes': '', 'label': ['0']}",Don't worry  it's free!  And @Goodeye says it's got easy achievements  if you're a gamerscore whore like me. ;),,0,0
11438,"{'notes': '', 'label': ['0']}",we peak mid 90's but it's dry and daylight goes on forever (or so it seems) but winter sucks!,,0,0
11439,"{'notes': '', 'label': ['0']}",Oh no! I hope you're okay. I've taken a tumble on many escalators in the T  and it sucks every time. :(,,0,1
11440,"{'notes': '', 'label': ['0']}",omg dude! im so sorry!! that totally sucks. is it bad??,,0,0
11441,"{'notes': '', 'label': ['0']}",my mom said the same thing to me last week...I hate my hair right now it's terrible lol,,0,0
11442,"{'notes': '', 'label': ['0']}",I hate those things I walk haha don't care how far it is!,,0,0
11443,"{'notes': '', 'label': ['0']}",yeah thattttt...sucks. i wonder why those things set the alarm off hahaha hm!,,0,0
11444,"{'notes': '', 'label': ['0']}",yeah it's terrible but tell ya the truth I'd hang any political figure from my Xmas tree I hate em all lol,,0,0
11445,"{'notes': '', 'label': ['0']}",I don't think you'll find it on I-10 only on I-45. Hubby woke up and noticed that I haven't slept. Bah. Ambien sucks.,,0,0
11446,"{'notes': '', 'label': ['0']}",the new FB sucks where-ever you are. I'm can barely force myself to use it.,,0,0
11447,"{'notes': '', 'label': ['0']}",uuummm....FUCK! try again?..... http://tinyurl.com/75wwrp,,0,1
11448,"{'notes': '', 'label': ['0']}",fuck!!! imstars. aufeminin. com/ stars/fan/ my-chemical- romance/ my-chemical- romance- 20080121-366383. jpg *take out spaces,,0,0
11449,"{'notes': '', 'label': ['0']}",Aww man! Dat sucks. . But at least ya got something to fall back on! Now GRIND HARD! I LOVE YOUR SONGS!,,0,0
11450,"{'notes': '', 'label': ['0']}",what sucks is shelling out dough to Microsoft for XP..  Can I even get that anymore?,,0,0
11451,"{'notes': '', 'label': ['0']}",u always got the fly ass profile pics. im jealous :( merry xmas numba!,,0,0
11452,"{'notes': '', 'label': ['0']}",no bike for me this AM @BrandDNA piss off  damn u and ur Aussie sunshine!,,0,0
11453,"{'notes': '', 'label': ['0']}",Yes. I've officially decided I need to be your gay best friend. Mainly cause I need consolidating for clothing...,,0,0
11454,"{'notes': '', 'label': ['0']}","Fuck  don't even get me started. As soon as I saw ""Animal Fri--""  I was half way to creaming myself.",,0,0
11455,"{'notes': '', 'label': ['0']}",True True... but... you're still a whore. BUT ITS OK! I am too. &lt;3 Although  I don't think whores can have scruff.,,0,0
11456,"{'notes': '', 'label': ['0']}",I miss you you crazy fuck.,,0,0
11457,"{'notes': '', 'label': ['0']}",Happy Birthday Zarlom. You're my favorite cunt.,,0,0
11458,"{'notes': '', 'label': ['0']}","""Wiggle Wiggle""... more like  ""I'm flying to your house... ripping off your dick. Then I'm going to drench it in Kool Aid."" GOT ME?!",,0,0
11459,"{'notes': '', 'label': ['0']}",I hate it when WTM boards are down! I need my fix! ;-),,0,0
11460,"{'notes': '', 'label': ['0']}",I'm sorry...that scene is fucking disgusting  RAWR.,,0,0
11461,"{'notes': '', 'label': ['0']}",Lol I missed this due to fail whale but I KNOW you probably were up before me...,,0,0
11462,"{'notes': '', 'label': ['0']}",somewhat. now i know what i whiney  stupid bitch Bella is. :) i got it basically for my mom though.,,0,0
11463,"{'notes': '', 'label': ['0']}",takes alot more than a 3 hour long ass movie lol,,0,0
11464,"{'notes': '', 'label': ['0']}",damn  and i hear i go... i was all ready to get in on the joke lol,,0,0
11465,"{'notes': '', 'label': ['0']}",theres places to eat at LA Live tho. I need to fuck with over there..,,0,0
11466,"{'notes': '', 'label': ['0']}",so woman asked me for help to find something and I was like I'm sorry Mamn I don't work here she goes well what fucking good r u?,,0,0
11467,"{'notes': '', 'label': ['0']}",nah  i told him to text me when he gets off; i hate texting him @ work because he takes 4-&gt; to respond! lol,,0,0
11468,"{'notes': '', 'label': ['0']}",i hate when that happens.,,0,0
11469,"{'notes': '', 'label': ['0']}",nothing says you love him more than wooly ass sweaters and gift certificates for beer!,,0,0
11470,"{'notes': '', 'label': ['0']}",ha i hate rain  QTpie,,0,1
11471,"{'notes': '', 'label': ['0']}",I'm not sure I can know you anymore.  Why do you hate freedom?,,0,0
11472,"{'notes': '', 'label': ['0']}",O BITCH PLZZZ  ITSAH HAIRFLIP.,,0,0
11473,"{'notes': '', 'label': ['0']}",it's never been as bad as that first round but it still sucks when it comes back - I think I'll pour a drink ;),,0,0
11474,"{'notes': '', 'label': ['0']}",I take that back - I am so not a whore  but I would def play one on tv.  Haha,,0,0
11475,"{'notes': '', 'label': ['0']}",I really like Brad Sucks.  Not to mention he's a sweetie.,,0,0
11476,"{'notes': '', 'label': ['0']}",damn right it should!  It's a mighty fine word!,,0,0
11477,"{'notes': '', 'label': ['0']}",haha I love how much of a nerd Obama is...,,0,0
11478,"{'notes': '', 'label': ['0']}",Oh  the ONE TIME someone goes nuts on a bus...Manitoba is pretty crazy itself...fuck you  Ben.,,0,0
11479,"{'notes': '', 'label': ['0']}",That sucks...don't people have anything better to do...so sorry this happened to you.,,0,0
11480,"{'notes': '', 'label': ['0']}",send some over my way  all i listen to is those old ass mixtape shits on youtube. spongebob in bball gear,,0,0
11481,"{'notes': '', 'label': ['0']}",following your link . Had been recommended them by a music freak friend before but never followed through. I like the video,,0,0
11482,"{'notes': '', 'label': ['0']}",...dude  I&#8217;m a producer and exporter of IP content which COSTS to make and I don&#8217;t live in a mansion. And I hate hypocrites.,,0,0
11483,"{'notes': '', 'label': ['0']}",...fucking coded shit. I don&#8217;t watch old TV shows so I've only see the new Dr. Who  the stuff since the reboot. Loving David...,,0,0
11484,"{'notes': '', 'label': ['0']}",Good you are tracking your body fat percentage! Some people would be disappointed with 2lb  but great numbers!!,,0,0
11485,"{'notes': '', 'label': ['0']}",His name was Richard Bell and he was also a fireman who rescued 12 old people from a tenement fire. NOW who's the dick?,,0,1
11486,"{'notes': '', 'label': ['0']}",Damn. I got bammed. Wonder how many @glark reads.,,0,0
11487,"{'notes': '', 'label': ['0']}",I wish!.....I'll be over here in Jersey where the snow is falling.....which sucks!,,0,1
11488,"{'notes': '', 'label': ['0']}",OH my I hate beer...I have some Francis Ford Coppola Pinot Griego making me an offer I can't refuse,,0,0
11489,"{'notes': '', 'label': ['0']}",damn straight...if you give banks 700 billion $ and they then hoard the $ wouldn't it a better idea 2give it 2 us we can hoard,,0,0
11490,"{'notes': '', 'label': ['0']}",I LOVE THOSE FUCKING THINGS!! bring me some! :),,0,0
11491,"{'notes': '', 'label': ['0']}",yay!! i get to see your hot ass like next week! :),,0,0
11492,"{'notes': '', 'label': ['0']}",but i thought every dude was a douchebag trying to fuck a pair of tits. way to not be. lame.,,0,0
11493,"{'notes': '', 'label': ['0']}","also  it's been worth it for the phrase ""I'm too tall  I'm too old  I'm too fat  and I HATE IT!"" Thank you  Jeremy Clarkson.",,0,0
11494,"{'notes': '', 'label': ['0']}", DITTO! I got your Christmas present yesterday  I think you will like it. (duh; like i would get it if i thought you'd hate it?),,0,0
11495,"{'notes': '', 'label': ['0']}",already spent  and it had to be programmed with a special machine. Fuck you car. But thanks!,,0,0
11496,"{'notes': '', 'label': ['0']}",and I are getting our fat on at Zaxby's!!! Diet starts tomorrow!! in Cordele  GA http://loopt.us/I0A8qQ,,0,0
11497,"{'notes': '', 'label': ['0']}",damn  pete!i havent seen u in so long  iz about to send out the St. Bernards. particularly cuz they bring bourbon and such. u good?,,0,0
11498,"{'notes': '', 'label': ['0']}",Nah  high in calories. Hold on and ill send a delicious low fat picture,,0,0
11499,"{'notes': '', 'label': ['0']}",HOT DAMN! Congratulations!,,0,0
11500,"{'notes': '', 'label': ['0']}",the Tostitos Fiesta Bowl (man  I hate corporate sponsorship in sports). Shit. I wonder if I could get work to fly me to Arizona?,,0,0
11501,"{'notes': '', 'label': ['0']}",Thanks! But now it means we're talking about readers who hate it in the present tense ;) (Feedback quite positive overall though),,0,0
11502,"{'notes': '', 'label': ['0']}",I heard it sucks...The effects were nice but it was a bad remake of the original.,,0,0
11503,"{'notes': '', 'label': ['0']}",I NEED A DAMN IRONMAN IM GONNA CRY!!!!,,0,0
11504,"{'notes': '', 'label': ['0']}",GET YOUR ASS BACK HOME,,0,0
11505,"{'notes': '', 'label': ['0']}",I learned that making a full pot of coffee with a single serving press is a wicked pain in the ass. Ordering 8-cup from Amazon,,0,0
11506,"{'notes': '', 'label': ['0']}",I HATE when that happens.,,0,0
11507,"{'notes': '', 'label': ['0']}",That's your problem - fireplace sucks all the air up the chimney - only way to heat your house is to make air duct from outside.,,0,0
11508,"{'notes': '', 'label': ['0']}",I would think he's cute but we had bats on our attic recently  and I freak out about rabies and my toddler! I bet he's cute!,,0,0
11509,"{'notes': '', 'label': ['0']}",dont hate. its coming along NICELY. me and nepa.... we're goood. :),,0,0
11510,"{'notes': '', 'label': ['0']}",for real?  That sucks. I have hosting there. You might want to trty Dreamhost. ;),,0,0
11511,"{'notes': '', 'label': ['0']}",twitter is like elvis  love it or hate it  but thousands of fans can't be wrong  read into it :) http://is.gd/c6VM,,0,0
11512,"{'notes': '', 'label': ['0']}",damn  nice concept! gots to check with the brother vic though...,,0,0
11513,"{'notes': '', 'label': ['0']}",damn  weird.. a friend told me the sound of the mic wasn't in the streaming though... anyway  the pics are nice! hehe :),,0,0
11514,"{'notes': '', 'label': ['0']}",So find someone who can play the violin really well... and beat his ass...? xD *slinks back into hiding*,,0,0
11515,"{'notes': '', 'label': ['0']}",Eh... me looking at pages and pages of pictures of naked gay japanese boys isn't helping me much....,,0,1
11516,"{'notes': '', 'label': ['0']}", got on http://openzap.com saying: Check Out Todays(12-09-08) HUGE Daily Nerd Links Post! #digg(http://ping.fm/F3AKA)  #flo ...,,0,0
11517,"{'notes': '', 'label': ['0']}", got on http://openzap.com saying: Check out todays HUGE Web Development/Design Daily Nerd Links Post! http://ping.fm/4Gnjj,,0,0
11518,"{'notes': '', 'label': ['0']}",amusing thought... I'm not leaving my gayborhood. I love where I live. I heart gay people. Great food & shopping  friendly  safe...,,0,0
11519,"{'notes': '', 'label': ['0']}",remind me to tell you about screaming at our fat naked neighbor at our old place.,,0,0
11520,"{'notes': '', 'label': ['0']}",lol Jose I fucking love you lol.,,0,1
11521,"{'notes': '', 'label': ['0']}",Wow! 15 degrees and no power!  Definitely sucks!,,0,0
11522,"{'notes': '', 'label': ['0']}",YES!  that place has damn good Bar-B-Q.  MMMMM  I'm jealous.,,0,0
11523,"{'notes': '', 'label': ['0']}",damn Vness finesse,,0,1
11524,"{'notes': '', 'label': ['0']}",Abrams is Scorsese compared to Lucas. I'd just hate to see Trek and Wars get too similar. Plus I'd explode with fanboy jealousy.,,0,0
11525,"{'notes': '', 'label': ['0']}",Damn the consequences.,,0,0
11526,"{'notes': '', 'label': ['0']}",why is his best friend such a bitch? the hell is his problem?,,0,0
11527,"{'notes': '', 'label': ['0']}",first off you knew her ass was going to become one either way she was already engaged to e married so of course she sealed the deal,,0,0
11528,"{'notes': '', 'label': ['0']}",about damn time,,0,0
11529,"{'notes': '', 'label': ['0']}",must do you head in having an application that relies on Twitter working.  Still fail whale is less conspicious these days.,,0,0
11530,"{'notes': '', 'label': ['0']}",I'm hesitant on breaking the seal. I made him check my balance three times & when my contract ends. Feeling guilty. Meh. Sucks.,,0,0
11531,"{'notes': '', 'label': ['0']}",I'll spare you with horror stories. Believe me  I'm a wimp now and hate those things.,,0,0
11532,"{'notes': '', 'label': ['0']}",lulz just read bout the guy who asked u out with a prego gf  what a dick  he should be wit her,,0,0
11533,"{'notes': '', 'label': ['0']}",oh I hate disappointing kids - I figure the stress of the connection starting late teaches them a lesson for next time,,0,0
11534,"{'notes': '', 'label': ['0']}",don't hate  I totally also have a creepy crush on judge alex!!  he's a good looking man!,,0,1
11535,"{'notes': '', 'label': ['0']}",I would but all I can see right now are those ass hole cockroaches.  *grumbles*  Sleep well!,,0,0
11536,"{'notes': '', 'label': ['0']}",Yeah. I'm not going to go offf about how long the DN 3D remake has been in development  but damn!,,0,0
11537,"{'notes': '', 'label': ['0']}",LOL and I have missed the 12.55 as the freakin fat b*tch won't let me in! :O,,0,0
11538,"{'notes': '', 'label': ['0']}",Baby-fat Obama. Honestly that doesn't look like the guy. But that does look like a Hawaii joint. I'm just sayin'.,,0,0
11539,"{'notes': '', 'label': ['0']}",lol no doubt. @latinas yeah they will cut yo ass in little tiny beans,,0,0
11540,"{'notes': '', 'label': ['0']}",I hate to sound unprofessional... But is this THEE Chino XL!? The one that shook up the industry a few years back with his lyrics?,,0,0
11541,"{'notes': '', 'label': ['0']}",I remember and that's why I loves that ass. U make me feel special. Lol,,0,0
11542,"{'notes': '', 'label': ['0']}",u better answer the damn phone,,0,0
11543,"{'notes': '', 'label': ['0']}",u been on here all of 2 days and bout to pass me in followers... Damn homey!? In high school u was the man homey! @theflygirl,,0,0
11544,"{'notes': '', 'label': ['0']}",oh THAT'S what a bro gotta do now to get a REE-PLY!? I gotta do it like that?! (My bad  but Damn girl),,0,0
11545,"{'notes': '', 'label': ['0']}",lord knows with my name Ive been called many damn variations..But ok truce..Put my Z back. U get ur slithering S's *cuts eye*,,0,0
11546,"{'notes': '', 'label': ['0']}",confessions? i was so horny one time i used a tiny trash bag 2 fuk the block whore. and it bust!!,,0,1
11547,"{'notes': '', 'label': ['0']}","nah the ass whoopin was serious. But I can see he didn't want me getting too ""hooked"" at an early age... Oowee too bad",,0,0
11548,"{'notes': '', 'label': ['0']}",damn i didnt kno anyone still went there,,0,0
11549,"{'notes': '', 'label': ['0']}",Pig passle?? You northern folks are a bit strange. We barbecue our pigs in the south!!,,0,0
11550,"{'notes': '', 'label': ['0']}",morning man.. damn whenever did i update this thing.. aah 4 days ago eh.. much has happened since then *scrolling*,,0,0
11551,"{'notes': '', 'label': ['0']}",the fuck is that?,,0,0
11552,"{'notes': '', 'label': ['0']}",That kid sounds like such an ass and so full of himself!,,0,0
11553,"{'notes': '', 'label': ['0']}",Damn--and it's in the 50's in upstate NY today!,,0,0
11554,"{'notes': '', 'label': ['0']}",Damn...that's what happens sometimes though. We never know. Make every moment absolutely count. That's all we *can* do.,,0,0
11555,"{'notes': '', 'label': ['0']}",hot damn  can you give me a full rundown of that so i can let all of nashville know. ;),,0,0
11556,"{'notes': '', 'label': ['0']}",Its a damn dirty rumour  much like the one with philip seymour hoffman as the penguin. that one  though  i wouldnt mind.,,0,0
11557,"{'notes': '', 'label': ['0']}",I totally forgot it was your birthday  man! I wouldve called. I hope you had a killer fucking time.,,0,0
11558,"{'notes': '', 'label': ['0']}",yes  they have. any supermarket should carry it (trans fat free Crisco.),,0,0
11559,"{'notes': '', 'label': ['0']}",And I hate godaddy's site so I'm having trouble changing it back AAAAGH!,,0,0
11560,"{'notes': '', 'label': ['0']}",I gave up on SATC when she did what she did to John Corbett! Never liked Mr Pig  I mean Mr. Big.,,0,0
11561,"{'notes': '', 'label': ['0']}",you were first to reply with Rudolph. Did you know the dentist elf & misfit theme was really about being gay & not fitting in?,,0,0
